ID_1,attn_dict_common
597,"{'russian': [0.183268741, 0.112742044, 0.371892244], 'moscow': [0.625354826, 0.534678519, 0.7642652990000001], 'irigctec': [0.15176294699999998, 0.052237723, 0.237860739], 'indiarussia': [0.166662574, 0.138220325, 0.34049910299999997], 'external': [0.5442836879999999, 0.20411402, 0.244350657], 'commission': [0.372755885, 0.87144357, 0.34212589299999996], 'affair': [0.799990475, 0.608157396, 0.960625231], 'swaraj': [0.37119457100000003, 0.163512945, 0.575221658], 'minister': [0.29453936199999997, 0.11589358699999999, 0.253411114]}"
598,"{'abvp': [0.550983012, 0.12003175199999999, 0.7540827390000001], 'dusu': [0.6916106940000001, 0.0, 0.9165982009999999], 'post': [0.54232192, 0.217317402, 0.906654119], 'university': [0.582049429, 0.065797471, 0.41563552600000003], 'student': [0.535329521, 0.43375152299999997, 0.33902719600000003]}"
599,"{'russia': [0.344627649, 0.247649685, 0.181733489], 'bilateral': [0.029454637000000002, 0.008941411, 0.015464336], 'russian': [0.15265201, 0.102416545, 0.371892244], 'swaraj': [0.5053255560000001, 0.39835602, 0.575221658], 'irigctec': [0.111642912, 0.139153361, 0.237860739], 'cooperation': [0.106022745, 0.23403278, 0.058175679], 'indiarussia': [0.031701867, 0.096709475, 0.34049910299999997], 'sushma': [0.432156086, 0.0, 0.43354857]}"
600,"{'justice': [0.999982715, 0.13142062699999998, 0.215555683], 'appointed': [0.364632219, 0.05275631, 0.12034855], 'gogoi': [0.113646224, 0.143320113, 0.165138051], 'court': [1.0, 0.133304939, 0.15503758199999998], 'high': [0.25691390000000003, 0.272652805, 0.065877981], 'judge': [0.12107315699999999, 0.155296296, 0.27813074], 'ranjan': [0.040890865, 0.0, 0.0]}"
601,"{'operation': [0.17522078800000002, 0.152617693, 0.319383562], 'terrorist': [0.510574758, 0.320426762, 0.427074611], 'encounter': [0.26222890600000004, 0.063361801, 0.214047343], 'security': [0.048772037000000004, 0.104476407, 0.214388222], 'search': [0.058217119000000005, 0.187079608, 0.29007467600000003]}"
603,"{'dusu': [0.329276383, 0.47130411899999997, 0.0], 'student': [0.064910978, 0.221967831, 0.350117147], 'counting': [0.0, 0.295721501, 0.110310979]}"
604,"{'activist': [0.302089185, 0.392188042, 0.27668318199999997], 'court': [0.057928875, 0.119515426, 0.192800626], 'vernon': [0.255206227, 0.137058288, 0.525349498], 'varavara': [0.013391439, 0.018074997, 0.090492405], 'arrest': [0.149175286, 0.17019522199999998, 0.27442413600000004]}"
605,"{'air': [0.24914525399999998, 0.288194507, 0.41825982899999997], 'force': [0.423426986, 0.257605493, 0.317519367], 'rafale': [0.147076875, 0.12149892, 0.16423758900000002], 'chief': [0.039467204, 0.051044945, 0.079678155], 'jet': [0.48325038, 0.342702657, 0.992776632], 'dhanoa': [0.0, 0.10317146, 0.357646972]}"
607,"{'anganwadi': [0.539491296, 0.28472623199999997, 0.313533783], 'asha': [0.054855957999999996, 0.025813591, 0.020177428], 'worker': [0.34078410299999995, 0.419483006, 0.364290774], 'incentive': [0.125544503, 0.107991405, 0.11405325699999999], 'honorarium': [0.13297250900000002, 0.107571729, 0.150868386], 'helper': [0.291317165, 0.104849383, 0.07573761], 'bima': [0.17415133100000002, 0.140024036, 0.0]}"
608,"{'bharat': [0.47383499100000004, 0.019277912, 0.112137496]}"
609,"{'herald': [0.5975043179999999, 0.598016679, 0.609743536], 'tax': [0.28733801800000003, 0.253505886, 0.7105645540000001], 'young': [1.0, 0.769070804, 0.474690974], 'rahul': [0.13728492, 0.170364395, 0.271436661], 'gandhi': [0.084897004, 0.131935805, 0.295994222], 'case': [0.617049813, 0.369804412, 0.20600780800000001]}"
610,"{'modi': [0.030978771000000002, 0.09897834800000001, 0.11523099199999999]}"
612,"{'blast': [0.845456958, 0.829788625, 0.7286767959999999], 'hyderabad': [0.126267776, 0.243953913, 0.085685126], '2007': [0.206476092, 0.242572919, 0.133906886], 'bhatkal': [0.021800202999999997, 0.171909124, 0.0], 'aneeq': [0.35503217600000003, 0.46772491899999996, 0.0]}"
614,"{'bjp': [0.344083518, 0.9998414520000001, 0.233643204], 'atal': [0.163526043, 0.23709245, 0.170687139], 'executive': [0.144896045, 0.0, 0.135257959], 'ajay': [0.270422518, 0.088790566, 0.124898903], 'prasad': [0.117283165, 0.274744898, 0.179340422], 'bharat': [0.237830684, 0.639024675, 0.087248586]}"
615,"{'bandh': [0.22215405100000002, 0.49107822799999995, 0.174310729], 'fuel': [0.246537089, 0.0, 0.463177502], 'price': [0.150756508, 0.20097014300000002, 0.210541487]}"
616,"{'chidambaram': [0.210711151, 0.041351646, 0.235970989], 'karti': [0.182088867, 0.114636704, 0.390005201], 'aircelmaxis': [0.12485788800000001, 0.39875006700000004, 0.014932981000000001], 'interim': [0.22753010699999998, 0.08144541799999999, 0.140564531], 'granted': [0.24387733600000003, 0.038453214, 0.288939953], 'court': [0.222673222, 0.081879377, 0.09320429699999999], 'case': [0.30729049399999997, 0.09309686699999999, 0.070803635], 'ed': [0.210004523, 0.21792905, 0.23981867699999998], 'interrogation': [0.054434147, 0.333367676, 0.08056543]}"
617,"{'bandh': [0.08354511099999999, 0.49107822799999995, 0.174310729], 'fuel': [0.153393954, 0.0, 0.463177502], 'price': [0.053753071, 0.20097014300000002, 0.210541487], 'bjp': [0.08867246699999999, 0.018612076, 0.220937297]}"
618,"{'bus': [0.7811398509999999, 0.33914846200000004, 0.0], 'gorge': [0.262078285, 0.128417, 0.0], 'injured': [0.202594683, 0.057328947000000005, 0.062985443]}"
619,"{'nun': [0.46824383700000005, 0.229844928, 0.199696332], 'bishop': [0.072926618, 0.078081481, 0.114147529], 'kerala': [0.15525046, 0.0, 0.066569559], 'jalandhar': [0.044920485, 0.024389874, 0.0], 'rape': [0.116157249, 0.0, 0.666037202]}"
621,"{'chicago': [0.0, 0.337703466, 0.0], 'hindu': [0.0, 0.343602508, 0.590129793]}"
622,"{'resolution': [0.189222232, 0.559959352, 0.0], '2022': [0.17182728600000002, 0.34466922299999997, 0.0], 'india': [0.319735438, 0.601804376, 0.824813008]}"
623,"{'bjp': [0.344083518, 0.9998414520000001, 0.233643204], 'atal': [0.163526043, 0.23709245, 0.170687139], 'executive': [0.144896045, 0.0, 0.135257959], 'ajay': [0.270422518, 0.088790566, 0.124898903], 'prasad': [0.117283165, 0.274744898, 0.179340422], 'bharat': [0.237830684, 0.639024675, 0.087248586]}"
624,"{'bjp': [0.8687934279999999, 0.10511139, 0.90772146], 'resolution': [0.61138767, 0.559959352, 0.0], 'india': [0.82785809, 0.601804376, 0.824813008], 'party': [0.054585654000000004, 0.029422292000000003, 0.8378090859999999]}"
625,"{'chicago': [0.16982945800000002, 0.337703466, 0.0], 'hindu': [0.317469716, 0.343602508, 0.590129793], 'world': [0.10775268800000001, 0.19600041199999998, 0.10739410699999999]}"
631,"{'czech': [0.026809523, 0.118423752, 0.18455646899999997], 'president': [0.6191106439999999, 0.19422888800000002, 0.320244282], 'kovind': [0.09720245699999999, 0.541598916, 0.0]}"
634,"{'bjp': [0.290791631, 0.232983857, 0.49887833], 'executive': [0.23987156199999998, 0.176031098, 0.263475746], 'national': [0.140378773, 0.180562705, 0.52889502]}"
635,"{'national': [0.18657781199999998, 0.180562705, 0.40812403], 'mob': [0.27651602, 0.263745815, 0.015551947], 'lynching': [0.370681286, 0.35501235700000006, 0.25066778100000003], 'court': [0.11795859800000001, 0.085577995, 0.087770611], 'law': [0.47399506, 0.36272707600000004, 0.460764945]}"
637,"{'mob': [0.311231315, 0.263745815, 0.158256695], 'vigilantism': [0.08178121599999999, 0.08437596300000001, 0.016328122], 'cow': [0.18176738899999997, 0.20956111, 0.059634842], 'lynching': [0.463464528, 0.35501235700000006, 0.189265817], 'court': [0.115291126, 0.085577995, 0.198430002], 'law': [0.475366116, 0.36272707600000004, 0.552390754], 'consider': [0.031757007999999996, 0.044390242999999996, 0.081235349]}"
639,"{'pompeo': [0.517452657, 0.069395453, 0.42034751200000003], 'assembly': [0.438973606, 0.251903534, 0.21725904899999998], 'telangana': [0.19146128, 0.110280469, 0.11517243099999999]}"
640,"{'pompeo': [0.0, 0.125266299, 0.192552179], 'sitharaman': [0.856565595, 0.198429406, 0.107202604], 'mattis': [0.0, 0.09400839400000001, 0.095724083]}"
641,"{'boat': [0.429106772, 0.10860461, 0.186669022], 'guwahati': [0.10479462099999999, 0.062277041, 0.086461581], 'passenger': [0.305476218, 0.078098968, 0.0], 'brahmaputra': [0.1962329, 0.66952455, 0.299813151]}"
642,"{'teacher': [0.38807684200000003, 0.334884942, 0.585865974]}"
644,"{'bridge': [0.423788399, 0.542127192, 0.7812169790000001], 'injured': [0.054583438, 0.594826639, 0.045283965999999995], 'collapse': [0.093263291, 0.327926278, 0.523151457], 'kolkata': [0.45493173600000003, 0.252303928, 0.380055994], 'dead': [0.0, 0.654207349, 0.283416003]}"
645,"{'teacher': [0.374951959, 0.334884942, 0.38378125399999996], 'guru': [0.996102095, 0.471345425, 0.248582348]}"
646,"{'teacher': [0.128653407, 0.048692415999999995, 0.585865974], 'award': [0.413152426, 0.07151407, 0.500582278]}"
647,"{'bridge': [0.181208313, 0.542127192, 0.7812169790000001], 'injured': [0.018062331, 0.594826639, 0.045283965999999995], 'collapse': [0.045877077, 0.327926278, 0.523151457], 'kolkata': [0.455339134, 0.252303928, 0.380055994], 'rescue': [0.324308068, 0.573917806, 0.402267337]}"
648,"{'teacher': [0.335610956, 0.32820776100000004, 0.9964524509999999], 'award': [0.33570873700000003, 0.19272105399999997, 0.294172496], 'jury': [0.070455767, 0.242716879, 0.0], '6692': [0.19874450600000002, 0.219825298, 0.061309535]}"
650,"{'jodhpur': [0.11088266199999999, 0.138063878, 0.12149349599999999], 'pilot': [0.33614841100000004, 0.257601708, 0.280684024], 'crashed': [0.6092402339999999, 0.424283087, 0.0], 'mig27': [0.039557952, 0.044912752, 0.35048887100000004], 'aircraft': [0.617571354, 0.7456254959999999, 0.974026322]}"
654,"{'office': [0.12471686300000001, 0.087943599, 1.0], 'robert': [0.08426251300000001, 0.11961615099999999, 0.068246908], 'land': [0.231308237, 0.004040075, 0.049448047], 'vadra': [0.21307648699999998, 0.13220706599999998, 0.173746273], 'haryana': [0.44737294299999997, 0.205347985, 0.130738929], 'hooda': [0.44359111799999995, 0.151306108, 0.22454249899999998], 'fir': [0.23818551, 0.09196841, 0.17271845]}"
656,"{'rahul': [0.5027087929999999, 0.47996321299999994, 0.124438196], 'china': [0.476977885, 0.278063864, 0.0], 'gandhi': [0.295697182, 0.271674961, 0.372439057], 'patra': [0.53508997, 0.194419786, 0.04477547900000001], 'bjp': [0.412717968, 0.318845212, 0.254511237], 'spokesperson': [0.35003253799999995, 0.34789913899999997, 0.0]}"
657,"{'commission': [0.49758675700000005, 0.959439278, 0.543035626], 'draft': [0.176065639, 0.10195715, 0.03903991], 'simultaneous': [0.506107688, 0.11935246699999999, 0.264827311], 'report': [0.35416254399999997, 0.312190801, 0.40005514], 'law': [0.258885533, 0.258832723, 0.824312747], 'administrative': [0.38402113299999996, 0.023874665, 0.43154400600000004]}"
658,"{'bimstec': [0.24276615699999998, 0.436570495, 0.662491739], 'bilateral': [0.0042167870000000005, 0.009547258000000001, 0.0], 'sideline': [0.08913726400000001, 0.225615039, 0.0], 'modi': [0.18243768800000001, 0.416393876, 0.319962233], 'meeting': [0.254406005, 0.23307858399999998, 0.185257703], 'summit': [0.44847425799999996, 0.135980859, 0.420391381], 'thailand': [0.071910806, 0.013636302, 0.061076429], 'nepal': [0.515816629, 0.104049176, 0.289372474]}"
660,"{'siang': [0.266280115, 0.32500559100000004, 0.219064385], 'river': [0.20464696, 0.173678711, 0.045503993], 'arunachal': [0.526661575, 0.448885947, 0.22023758300000001], 'district': [0.045557506, 0.13183286800000002, 0.048310887000000004], 'administration': [0.17907016, 0.337449104, 0.17896439100000003], 'alert': [0.380761445, 0.495095313, 1.0], 'tsangpo': [0.065645032, 0.300718904, 0.11447131599999999], 'flood': [0.024680162000000002, 0.318999976, 0.071824446], 'assam': [0.087961957, 0.322176367, 0.043359242]}"
661,"{'abducted': [0.40530887200000004, 0.214693472, 0.567710578], 'police': [0.218911275, 0.066499591, 0.22271218899999998]}"
662,"{'thailand': [0.15907591599999998, 0.013636302, 0.10382269300000001], 'bimstec': [0.15981389599999998, 0.436570495, 0.101921886], 'bilateral': [0.0008780330000000001, 0.009547258000000001, 0.001766693], '4th': [0.101568989, 0.377002865, 0.158797413]}"
663,"{'commission': [0.41439274, 0.959439278, 0.543035626], 'draft': [0.144655064, 0.10195715, 0.03903991], 'simultaneous': [0.44114950299999994, 0.11935246699999999, 0.264827311], 'administrative': [0.62168777, 0.023874665, 0.43154400600000004], 'holding': [0.35998925600000004, 0.0, 0.113559701], 'report': [0.203555137, 0.312190801, 0.40005514], 'law': [0.107792087, 0.258832723, 0.824312747]}"
664,"{'modi': [0.130717143, 0.11278787300000001, 0.020950716], 'prime': [0.24689298899999998, 0.8473721740000001, 0.485712409], 'bimstec': [0.0, 0.99940598, 0.101921886], 'kathmandu': [0.0, 0.431121945, 0.27669403]}"
665,"{'bimstec': [0.585783541, 0.99940598, 0.66082418], 'connectivity': [0.27780789100000003, 0.196135461, 0.139447674], 'modi': [0.47002279799999996, 0.11278787300000001, 0.193628386]}"
666,"{'jaitley': [0.26701197, 0.12061675599999999, 0.286654502], 'deal': [0.11250062300000001, 0.060364179000000004, 0.17318949100000003], 'congress': [0.49197033, 0.21812373399999999, 0.299039066], 'arun': [0.588731349, 0.18664442, 0.600606263], 'finance': [0.969715595, 0.559440732, 0.615419626], 'rafale': [0.254050106, 0.315240026, 0.271156043]}"
667,"{'shopian': [0.316633016, 0.691785038, 0.5807991029999999], 'terrorist': [0.39849734299999995, 0.147370696, 0.249571577], 'policeman': [0.414299875, 0.711816728, 0.235103518], 'police': [0.485043705, 0.158493057, 0.158983663]}"
668,"{'encounter': [0.31712257899999996, 0.336281538, 0.063568175], 'hizbul': [0.024699751000000002, 0.266773731, 0.031968676], 'mujahideen': [0.085828498, 0.348974645, 0.080574982], 'policeman': [0.516867042, 0.381466061, 0.056062546], 'kashmir': [0.455037445, 0.544635594, 0.42880189399999996], 'force': [0.109002225, 0.194482267, 0.121730536], 'killed': [0.256406277, 0.247520015, 0.008792663000000001], 'anantnag': [0.125475839, 0.25806546199999997, 0.203582898], 'altaf': [0.17671299, 0.144164115, 0.621665418]}"
669,"{'bjp': [0.274008095, 0.186403438, 0.0], 'chief': [0.411597043, 0.327803254, 0.0], 'minister': [0.21112293, 0.149497062, 0.33575484200000005], 'scheme': [0.13857016, 0.035535857000000004, 0.140335366]}"
670,"{'stalin': [0.231393412, 0.271802157, 0.20871602], 'dmk': [0.399014771, 0.501102924, 0.217629761], 'elected': [0.21996898899999998, 0.146915868, 0.098722659], 'mk': [0.238929659, 0.0, 0.11516305800000001]}"
671,"{'vietnam': [0.239108801, 0.550452709, 0.174227446], 'ocean': [0.57880044, 0.573315084, 0.732063293], 'region': [0.670343757, 0.6513190870000001, 0.0], 'swaraj': [0.35290589899999997, 0.816873968, 0.588026583], 'maritime': [0.470739126, 0.606412828, 0.19359076], 'peace': [0.563115001, 0.679006755, 0.10757192199999999]}"
672,"{'kerala': [0.181148872, 0.41119644, 0.086212575]}"
673,"{'ash': [0.255007058, 0.227522001, 0.414552033], 'vajpayee': [0.3796224, 0.031372937999999996, 0.621244252], 'atal': [0.0, 0.015868265, 0.32003605399999996]}"
674,"{'stalin': [0.587609708, 0.959424675, 0.513251543], 'nomination': [0.10652210599999999, 0.062488589000000004, 0.151560634], 'chennai': [0.37852343899999996, 0.043993805, 0.194972023], 'party': [0.762088895, 0.016471751, 0.07582058], 'post': [0.145831674, 0.160874635, 0.46115693399999996], 'dmk': [0.23337236, 0.0, 0.563331544], 'treasurer': [0.143669367, 0.17243386800000002, 0.496723443]}"
675,"{'vietnam': [0.177159727, 0.550452709, 0.230082393]}"
676,"{'ash': [0.239550278, 0.251742989, 0.140776247], 'river': [0.5796666739999999, 0.17522189, 0.177916288]}"
677,"{'amarnath': [0.173874483, 0.0, 0.0], 'yatra': [0.5876482129999999, 0.334663153, 0.297601402], 'cave': [0.368510634, 0.293383271, 0.328125775], 'holy': [0.145149261, 0.057044283, 0.09784238], 'shrine': [0.597324073, 0.244425356, 0.288130641], 'pahalgam': [0.0, 0.09336560199999999, 0.08373306700000001]}"
678,"{'rahul': [0.241576985, 0.0, 0.08688989300000001], 'gandhi': [0.208563015, 0.0, 0.12239093300000001], 'london': [0.265571624, 0.0, 0.057569642000000004]}"
679,"{'rahul': [0.23069152199999998, 0.22498326, 0.127672464], 'gandhi': [0.209191218, 0.246939123, 0.15020588]}"
680,"{'terrorist': [0.262911826, 0.277348667, 0.733461618], 'kokernag': [0.0, 0.7578985690000001, 0.343851805], 'killed': [0.083455838, 0.045465529000000005, 0.366414785], 'anantnag': [0.0, 0.062412832, 0.10147462800000001], 'kashmir': [0.0, 0.453351319, 0.308401525], 'force': [0.098617576, 0.052379232000000005, 0.05097539], 'security': [0.12118122, 0.13982369, 0.15531481800000002]}"
681,"{'ash': [0.155140057, 0.053541873, 0.293970078], 'atal': [0.291524023, 0.362552285, 0.22948485600000001]}"
682,"{'kodagu': [0.355530649, 0.185374796, 0.500333011], 'defence': [0.7518962029999999, 0.890221775, 0.7708814740000001], 'relief': [0.368585527, 0.023260903, 0.30073449], 'minister': [0.17803421600000002, 0.224237785, 0.144580916], 'sitharaman': [0.21565219800000002, 0.302835256, 0.213775918], 'district': [0.074111186, 0.09492624599999999, 0.22999528100000002]}"
683,"{'rahul': [0.22358061399999998, 0.0, 0.100990452], 'gandhi': [0.098559566, 0.20411638899999998, 0.047966007000000005], 'germany': [0.329286456, 0.0, 0.45965746], 'congress': [0.444287121, 0.330786109, 0.105760485]}"
684,"{'flood': [0.08575847, 0.042733133, 0.0], 'kerala': [0.211097762, 0.24535536800000002, 0.266495198]}"
685,"{'nayar': [0.435613215, 0.419222474, 0.390460432], 'kuldip': [0.273436338, 0.233649015, 0.314413726], 'journalist': [0.297464371, 0.123938881, 0.250415564], 'emergency': [0.74431622, 0.07921705400000001, 0.084236294], 'remembered': [0.344041586, 0.11364906300000001, 0.0], 'condolence': [0.507673264, 0.02541953, 0.100719385]}"
687,"{'atal': [0.795625687, 0.144105718, 0.22948485600000001], 'ash': [0.0, 0.143728197, 0.293970078], 'vajpayee': [0.9154431820000001, 0.568938434, 0.13471441], 'minister': [0.9861789940000001, 0.21997118, 0.104784086]}"
688,"{'flood': [0.050439265, 0.0, 0.18963334], 'relief': [0.8779734370000001, 0.330869526, 0.43409922700000003], 'kerala': [0.13507133699999999, 0.0, 0.379532576], 'rescue': [0.317939997, 0.445931375, 0.297153682]}"
689,"{'relief': [0.444995195, 0.330869526, 0.43409922700000003], 'flood': [0.159803033, 0.0, 0.18963334], 'kerala': [0.809601963, 0.0, 0.379532576], 'rescue': [0.346356571, 0.445931375, 0.297153682]}"
690,"{'atal': [0.430525869, 0.037827168, 0.068456717], 'prime': [0.86762923, 0.8020598290000001, 0.545706809], 'vajpayee': [0.381395906, 0.260131985, 0.702878177], 'modi': [0.107813083, 0.024130881, 0.161770105]}"
691,"{'defence': [0.773583293, 0.11819010199999999, 0.29847306], 'visit': [0.999882817, 0.99791652, 0.27885738], 'military': [0.05733588, 0.520811856, 0.19313316]}"
