,ID,dd_sentiment_np,ndtv_sentiment_np,tn_sentiment_np
1305,1353,"{'strong democracy': 0.0, 'counterparts': 0.0, 'North Gujarat': -0.3637575, 'EVMs.There': -0.485929, 'democratic process': 0.82975, 'Voting': -0.662436, 'lakh voters votes': -0.13291299999999998, 'lakh voters': -0.13291299999999998, 'Women franchise': -0.0349815, 'Election Commission': 0.82975, 'Elderly voters': -0.13291299999999998, 'greater participation': 0.0, 'senior citizens': 0.82975, 'poll turnout': -0.1408495, 'phase': -0.1408495, 'results': 0.784863, 'turnout.Women': 0.0, 'crore voters': -0.11392542857142855, 'tremendous enthusiasm': -0.281699, 'crore': -0.3637575, 'vital role': 0.0, 'voting': -0.662436, 'fate': -0.696477}","{'Early exit polls': 0.09256933333333334, 'Gujarat assembly elections': -0.26270819999999995, 'Minister Narendra Modi': -0.398566, 'similar result': -0.710532, 'Election': -0.4889245, 'Commissioner Umesh Sinha': -0.651868, 'cent': 0.390841, 'BJP win': -0.3194863333333333, 'Gujarat': -0.28374849999999996, 'BJP': -0.3194863333333333, 'IST': 0.334664, 'exit polls': 0.09256933333333334, 'overall voter turnout': -0.42179500000000003, 'polling': 0.554731, 'turnout': -0.42179500000000003, 'Election Commission': -0.4889245, 'Long queues': -0.767225, 'Congress': -0.587803, 'exit poll': 0.09256933333333334, 'BJP supporters': -0.47156525, 'Bharatiya Janata Party': -0.7956435, 'crore': -0.640975, 'people': 0.08934350000000002, 'Himachal Pradesh': -0.710532, 'voting': 0.589504}","{'Pakistan': 0.0, 'unflinching courage': 0.996561, 'Indo-Pak war': 0.5675286666666667, 'nation': 0.996561, 'Minister Narendra Modi': 0.912973, 'Indo-Pak war soldiers': 0.5107758, 'heroism': 0.999906, 'soldiers': 0.5675286666666667, 'war': 0.5675286666666667}"
1306,1354,"{'votes': 0.09224260000000001, 'saffron party': 0.5987825, 'percent vote share': 0.10540871428571427, 'place': 0.415946, 'final result': 0.16374925}","{'Congress': -0.503539, 'latest aggregate': 0.07102699999999998, 'Saurashtra': 0.578278, 'Republic-C Voter': -0.18068700000000004, 'News Nation': 0.578278, 'maximum number': 0.578278, 'assembly elections': 0.43370849999999994, 'Votes': -0.751685, 'IST': 0.435563}","{'power': -0.977231, 'India Today-Axis survey': -0.759557, 'PM Modi': 0.5081633999999999, 'Cong': -0.541883, 'Minister Narendra Modi': 0.5081633999999999, 'party': 0.042076999999999976, 'Congress': -0.8908195, 'twin win': -0.977231, 'clear majority': 0.879512, 'government': -0.795358, 'Bharatiya Janata Party': 0.042076999999999976, 'Rahul Gandhi': -0.8242419999999999, 'voting': -0.541883}"
1307,1355,"{'poll booth': 0.44303733333333334, 'queue': 0.966982, 'walks': 0.927825, 'brisk polling': 0.927825}","{'candidates': 0.393397, 'Twitter': 0.0, 'vote': 0.149238, 'BJP president': -0.2655975, 'diversionary tactics': -0.835371, 'districts': 0.393397, 'results': 0.0, 'Sabarmati': -0.422473, 'Phase': -0.36634049999999996, 'president Amit Shah': -0.310208, 'BJP BJP': -0.2507273333333333, 'constituencies': 0.73218, 'government': -0.835371, 'Senior Congress leader': 0.35234625, 'voting': 0.952314, 'seats': 0.1907386666666667, 'Mr Gandhi': 0.317438}","{'power': -0.977231, 'India Today-Axis survey': -0.759557, 'Cong': -0.541883, 'party': 0.042076999999999976, 'Exit polls': -0.3821885714285714, 'BJP': -0.8635740000000001, 'Congress': -0.8908195, 'twin win': -0.977231, 'BJP BJP': -0.8635740000000001, 'clear majority': 0.879512, 'Bharatiya Janata Party': 0.042076999999999976, 'government': -0.795358, 'Rahul Gandhi': -0.8242419999999999, 'Himachal Pradesh': -0.6848095, 'exit polls': -0.3821885714285714, 'voting': -0.541883, 'seats': -0.740406}"
1308,1356,"{'situation': 0.45571, 'investigation': 0.0, 'Ameerul Islam': -0.947498, 'wrongful confinement': 0.0, 'girl': 0.45571, 'normal murder': -0.31583266666666665, 'post-mortem report': 0.0, 'ADGP B Sandhya': 0.45571, 'death sentence': -0.947498, 'justice': 0.0, 'punishment': 0.0, 'murder': -0.31583266666666665, 'Kerala': -0.947498, 'victims': 0.227855, 'happiness': 0.45571, 'Islam Ameerul Islam': -0.947498, 'incident': 0.0, 'Special Investigation': 0.0, 'rape': -0.947498}","{'Ameer': -0.96094, 'investigation': 0.533349, 'possible tests': 0.487034, 'political parties': 0.243517, 'United': 0.0, 'sharp objects': -0.933979, 'death sentence': -0.931378, 'police': -0.912548, 'massive protests': 0.0, 'prosecution': 0.0, '23-year-old migrant labourer': -0.967103, 'Kerala High Court.Ameer-ul-Islam': -0.4022475, 'assembly': 0.487034, 'rape': -0.4215225, 'death penalty': -0.931378}","{'gruesome incident': -0.842504, 'Perumbavoor': -0.842504, 'massive outrage': -0.84774, 'Ameerul Islam': -0.7553106666666668, 'crime': -0.787664, 'SIT personnel': -0.283996, 'Fingerprints': 0.0, '29-year-old Jisha': -0.89592, 'case': 0.0, 'political parties': -0.84774, 'Islam': -0.7553106666666668, 'trial': -0.84774, 'prosecution': 0.0, 'Accused Ameerul Islam': -0.7553106666666668, 'witnesses': -0.84774, 'Kancheepuram': -0.842504}"
1309,1357,"{'Special Judge Bharat': -0.561882, 'North coal block': -0.374588, 'coal scam case': -0.280941, 'ex-Jharkhand chief secretary': -0.374588, 'company Vini Iron': 0.0, 'Delhi court': -0.561882, 'Jharkhand': -0.280941, 'Minister Madhu Koda': -0.280941, 'Special Judge': -0.561882, 'Koda': -0.280941, 'coal scam case.The': -0.374588, 'aide Vijay Joshi': 0.0, 'Vijay Joshi': 0.0, 'arguments': 0.0}","{'coal mining rights': -0.49369166666666664, 'North coal block': -0.555403125, 'AK Jharkhand AK': 0.0, 'Minister Piyush Goyal': -0.5763739999999999, 'firm': 0.0, 'Mr Koda': -0.6839175, 'blocks': -0.20746525, 'allocation': -0.20746525, 'Case': -0.936681, 'Coal Secretary': -0.555403125, 'corrupt practices': -0.88337, 'inefficient coal blocks': -0.555403125, 'coal blocks': -0.555403125, 'allocations': -0.20746525, 'BJP': -0.87146, 'huge political controversy.Yesterday': 0.0, 'CAG': 0.0, 'Koda': -0.6839175, 'persons': 0.0, 'Chief Minister': -0.5763739999999999, 'Congress': -0.875086, 'HC Gupta': -0.887105, 'matter': 0.0, 'Bharatiya Janata Party': -0.88337, 'report': -0.476795, 'coal scam': -0.555403125, 'coal scam case': -0.555403125, 'Auditor General': 0.0, 'committee': -0.899671, 'Central Bureau': 0.0, 'Madhu Koda': -0.6839175, 'court Madhu Koda': -0.6148766666666666, 'lakh crore': 0.0, 'national auditor': 0.0, 'Supreme Court': -0.61232, 'headlines': 0.0, 'Jharkhand': 0.0, 'Gupta': -0.887105, 'chairman': -0.845752, 'Lok Sabha': 0.0, 'highlights': -0.95359, 'Minister Manmohan Singh': -0.5763739999999999, 'media': -0.88337, 'coal mining block': -0.49369166666666664}","{'gruesome incident': -0.864369, 'Perumbavoor': -0.864369, 'massive outrage': -0.84774, 'slam': -0.637207, 'crime': -0.761443, '29-year-old Jisha': -0.9277695, 'Assam': -0.864369, 'Fingerprints': 0.0, 'SIT personnel': -0.283996, 'political parties': -0.84774, 'Islam': -0.8501106666666667, 'brutal rape': -0.99117, 'murder': -0.99117, 'trial': 0.0, 'prosecution': 0.0, 'witnesses': -0.84774, 'law student': -0.9277695, 'Tamil Nadu': -0.864369}"
1310,1358,"{'defence': 0.06409366666666667, 'Maharashtra CM Devendra': 0.0, 'success': 0.992034, 'policies': -0.549903, 'direct investment': -0.549903, 'anti-ship missiles': 0.922559, 'crisis': 0.398034, 'economic significance': 0.66613, 'Sagar': 0.992034, 'police forces': -0.831256, 'PM': 0.884564, 'Asia': 0.422135, 'defence officials': 0.06409366666666667, 'internal security': 0.22106549999999997, 'RESPONDER': 0.398034, 'crucial role': 0.644482}","{'boats': 0.0, 'China': 0.0, 'best example': 0.827557, 'Mazagon Dock Limited': 0.0, 'Project': 0.0, 'times': 0.0, 'yard': 0.0, 'New Delhi': 0.0, 'Scorpene-submarines': 0.827557}","{'weapon systems': -0.33671, 'targets': -0.657089, 'torpedoes': -0.67342, 'unique feature': 0.0, 'dollars': 0.0, 'country': 0.531909, 'Mazagon Dock Limited': 0.531909, 'Laser Range finders': -0.657089, 'terrorism': 0.531909, 'security mechanism': 0.989046, 'close proximity': -0.657089, 'attack': 0.0, 'construction': 0.0, 'overall length': 0.0, 'silent diesel-electric motor': 0.0, 'Kalvati': -0.311367, 'Reports': 0.0, 'position': -0.67342}"
1311,1359,"{'lawful instructions': -0.700103, 'polling': -0.845575, 'press statement': -0.700103, 'FIR': -0.709267, 'cause notice': -0.7042075, 'provisions': -0.46979, 'Congress': -0.7068366666666667, 'phase': -0.507068, 'TV channels': -0.713426, 'Gandhi': -0.7519329999999999, 'Rahul Gandhi': -0.7519329999999999, 'Congress party': -0.7068366666666667, 'BJP': -0.700103, 'Chief Electoral Officer': -0.709267, 'prima facie': -0.700103}","{'Twitter': -0.715425, 'TV channels': -0.7787040000000001, 'place': -0.700483}","{'unprecedented violation': -0.7948316666666667, 'Minister Narendra Modi': -0.06103999999999998, 'BJP leaders': -0.6543624999999998, 'BJP government': -0.59888875, 'BJP president Amit': -0.59888875, 'poll body': -0.1817025, 'poll panel': -0.24226999999999999, 'job': -0.778179, 'gross violation': -0.7948316666666667, 'government': -0.778179, 'Railway Minister': -0.06103999999999998, 'BJP': -0.59888875, 'campaign': -0.653416, 'norm': -0.53955, 'press conference': 0.0, 'Rules': -0.758293, 'industry body': 0.0, 'vote': 0.0, 'images': -0.715957, 'event': 0.0, 'leader P Chidambaram': -0.8261335000000001, 'conduct': -0.8131010000000001, 'home minister': -0.06103999999999998, 'Congress': -0.7653099999999999, 'votes': 0.0, 'EC': 0.18302850000000004, 'PM': -0.768381, 'Rahul Gandhi': -0.8322335000000001, 'people': -0.778179, 'media': -0.8226249999999999, 'main opposition party': -0.372408}"
1312,1360,"{'Trade': 0.878914, 'high-level visits': 0.878914, 'Singapore': 0.83916, 'Goh Chok Tong': 0.840674, 'sectors': 0.878914, 'Act East Policy': 0.418783, 'Chok Tong': 0.840674, 'long association': 0.0, 'Connectivity': 0.878914, 'strong India-ASEAN relationship': 0.8594356666666667, 'global issues': 0.0, 'momentum': 0.878914, 'special place': 0.849833}","{'lives': 0.5620525, 'Heartfelt tributes': 0.6506935, 'security forces': 0.191795, 'Parliament': 0.24503100000000003, 'democracy': 0.496768, 'tributes': 0.6506935, 'terror attack': 0.08005733333333336, 'senior lawmakers': 0.735413, 'IST': -0.661278, 'live updates': -0.87147, '16th anniversary': -0.12099499999999996, 'terrorists': -0.955294, 'martyrs': 0.49883, 'Terrorists': -0.955294, 'Indian soldiers': -0.352541, 'brave security personnel': 0.26521766666666663, 'Congress': 0.869542, 'Parliament houseour Parliament.Earlier': 0.24503100000000003, 'Rajyavardhan Singh Rathore': 0.26136899999999996, 'picture': 0.693074, 'brave martyrs': 0.5779303333333333}","{'initiative': 0.99939, 'INS Kalvari': -0.19632066666666667, 'India': 0.3031960000000001, 'fine example': -0.672395, 'Indian Army': -0.11369933333333333, 'illegal fishing': -0.924237, 'Indian Navy': -0.1307048, 'ceremony': 0.499695, 'important role': -0.924237, 'addition': 0.730207, 'Scorpene-class submarine': -0.293716, 'Navy': 0.09023766666666666, 'Scorpene-class submarines': -0.293716, 'Mumbai': -0.677239, 'stealth attacks': -0.033486000000000016, 'shipbuilder Mazagon Dock': -0.960616, 'Mazagon': -0.960616, 'contributions': 0.959121, 'PM': -0.3790213333333334, 'Kalvari': -0.19632066666666667, 'extensive sea trials': 0.561079, 'huge boost': 0.730207, 'defence officials': 0.437348, 'submarines': -0.293716, 'Indian Ocean': -0.11369933333333333, 'submarine': -0.293716}"
1313,1361,"{'houses': -0.1257892, 'grateful Nation': -0.746517, 'members': 0.903246, 'martyrs': -0.746517, 'incident': -0.785675, 'main building': 0.0, 'homage': -0.746517, 'place': 0.0}","{'terrorists': -0.955294, 'martyrs': 0.49883, 'Terrorists': -0.955294, 'Indian soldiers': -0.352541, 'security forces': 0.191795, 'brave security personnel': 0.26521766666666663, 'democracy': 0.496768, 'Congress': 0.869542, 'Defence Minister Nirmala': 0.24080849999999998, 'Minister Rajnath Singh': 0.2802488571428571, 'Minister': 0.24080849999999998, 'Rajyavardhan Singh Rathore': 0.26136899999999996, 'picture': 0.693074, 'senior lawmakers': 0.735413, 'Minister Manmohan Singh': 0.2802488571428571, 'brave martyrs': 0.5779303333333333, 'Narendra Modi': -0.04214699999999999, 'PM Narendra Modi': -0.04214699999999999, 'IST': -0.661278, 'live updates': -0.87147, 'Finance Minister Arun': 0.24080849999999998, '16th anniversary': -0.12099499999999996}","{'automatic weapons': -0.790109, 'PM Modi': -0.06189024999999998, 'terrorists': -0.526173, 'occasion': -0.324159, 'leaders': -0.324159, 'democracy': -0.324159, 'nation': -0.394205, 'security personnel': -0.7901089999999998, 'sacrifices': -0.324159, 'President Venkaiah Naidu': -0.324159, 'people': -0.324159, 'president Sonia Gandhi': -0.324159}"
1314,1362,"{'politicos': 0.0, 'Tuesday': -0.38603, 'representatives': 0.0, 'time': 0.727942, 'Government': 0.315737, 'decision': 0.0}","{'update': 0.0, 'elections': -0.136822, 'bench': 0.0, 'judges': 0.0, 'hearing': 0.0, 'Twitter': -0.715425, 'petition': -0.320908, 'Centre': -0.160454, 'Ashwini Kumar Upadhyay': -0.320908, 'status update': 0.0, 'lawmaker': 0.09552799999999997, 'lawmakers': 0.09552799999999997, 'BJP': -0.320908}","{'affidavit': -0.884752, 'disqualification': -0.884752, 'lawyer': -0.884752, 'states': -0.725765, 'Centre': -0.7115275000000001, 'Election Commission': -0.725765, 'kind': -0.725765, 'MPs': -0.6825605, 'criminal trials': -0.7223072500000001, 'Ashwani Kumar Upadhyaya': -0.884752, 'agency': -0.725765, 'MLAs': -0.6825605, 'Candidate': -0.725765, 'finance ministry': 0.0, 'data': -0.725765, 'plea': -0.884752}"
1315,1363,"{'negativity': 0.949398, 'Voters': 0.554312, 'voters': 0.554312, 'whirlwind campaign': 0.0, 'Gujarat': 0.012441750000000001, 'BJP': -0.710463, 'Gujarat poll battle': -0.0638714, 'rallies': -0.710463, 'fate': -0.369124, 'duty security arrangements': -0.369124, 'campaigning': -0.624821, 'President Amit Shah': 0.554312, 'political parties': -0.20196399999999998, 'Election Commission': -0.369124, 'leaders': -0.05205033333333331, 'Campaigning': -0.624821, 'people': -0.09727999999999998, 'issues': 0.3115065}","{'religion': -0.856182, 'Congress': -0.809072, 'Gandhi': -0.620978, 'comments': -0.827815, 'Modiji': -0.809072, 'Nehru-Rahul Gandhi family': -0.620978}","{'state assembly elections': -0.164953, 'curious statement': -0.8072855, 'Foreign Office': -0.779486, 'Mohammad Faisal': -0.907369, 'official statement': -0.8072855, 'phase': -0.4536845, 'indignant Bharatiya Janata': 0.41251, 'Gujarat': 0.784721, 'local electoral debates': -0.7457396666666667, 'newspapers': 0.0, 'high posts': 0.3208573333333334, 'elections': -0.164953, 'Pakistan’s Foreign': -0.35389012499999994, 'Ravi Shankar Prasad': 0.18611, 'Commissioner Sohail Mahmood': 0.9337035, 'Pakistan': -0.1142538, 'meeting': 0.976853, 'victories': -0.907369, 'place': 0.0, 'Anand Sharma': -0.704611, 'strength': -0.907369, 'conspiracies': -0.907369, 'Mani Shankar Aiyar': 0.18611, 'votes': 0.0, 'conclusions': 0.0, 'secret meetings': 0.976853, 'Prime Minister': 0.24985425, 'Prime Minister Narendra': -0.09263733333333334, 'Congress': -0.16072699999999998, 'Minister': 0.24985425, 'Minister Manmohan Singh': 0.24985425, 'people': -0.904835, 'Results': 0.0}"
1316,1364,"{'terror funding': -0.9671529999999999, 'Russian foreign ministers': 0.0, 'terrorism': -0.8969395, 'manifestations': -0.979413, 'mutual understanding': 0.0, 'business rankings': 0.4583785, 'reforms': 0.0, 'India': -0.786274, 'security council': -0.4897065, 'concerns': -0.959233, 'economic issues': -0.433637, 'important issues': -0.433637, 'Russia': -0.8663624999999999, 'forms': -0.979413, 'giant leap India': -0.786274, 'Sergey Lavrov': -0.341678}","{'international peace': -0.487318, 'major issues': -0.5175026666666667, 'bilateral talks': 0.0, 'states': -0.32487866666666665, 'global economy': -0.6870809999999999}","{'multilateral fora': -0.860478, 'terror funding': -0.979736, 'counter-terrorism cooperation': 0.93039, 'terrorism': -0.7111434, 'states': -0.366844, 'Charter': -0.242894, 'cooperation': 0.93039, 'statement': -0.23751866666666666, 'financial assets': -0.860478, 'India': -0.8081645, 'RIC joint statement': -0.42307300000000003, 'Security Council': -0.314911, 'organisations': -0.981079, 'primary goals': -0.366844, 'terror attacks': -0.9761256666666668, 'Russia': -0.668734, 'Lashkar-e-Taiba': -0.979736, 'New Delhi': 0.93039, 'Chinese troops': -0.632721}"
1317,1365,"{'CEA': 0.0, 'fray': 0.0, 'lone candidate': 0.0, '47-year-old scion': 0.0, 'vice-president': 0.0, 'Ramachandran': 0.0, 'party': 0.0, 'nomination papers': 0.0, 'certificate': 0.0}","{'aggressive bid': -0.81712, 'Prime Minister': -0.014750999999999995, 'Modi': -0.08132566666666667, 'party leaders': -0.2322489090909091, 'PM Modi': -0.08132566666666667, 'leader Mani Shankar': -0.4753649999999999, 'state': -0.783659, 'party': -0.179617125, 'Gujarat': -0.5679353333333333, 'crucial Gujarat assembly': -0.5679353333333333, 'nomination': 0.0, 'BJP': -0.845512, 'development': -0.541988}","{'post': -0.613449, 'Pak diplomats': -0.469771, 'fray': 0.0, 'lone candidate': 0.0, 'PM Modi': -0.016202250000000015, 'Manmohan': -0.4316732, 'dangerous precedent': -0.780127, 'Minister Narendra Modi': -0.161841, 'Pakistan': -0.889406, 'political discourse': -0.53178, 'Singh': -0.6853199999999999, 'dignity': -0.720615, 'statements': -0.720615, 'bitter political battle': -0.53178, 'Modi': -0.161841, 'congratulatory message': -0.889406, 'details': -0.469771, 'Manmohan Singh': -0.4316732, 'nation': -0.780127, 'swords': 0.618209, 'Gujarat polls': -0.59005}"
1318,1366,"{'swing': 0.394236, 'EVM': -0.957903, 'imminent defeat': -0.908647, 'welfare': -0.769624, 'voters': 0.0, 'BJP government': -0.8895546666666666, 'impending defeat': -0.908647, 'Campaigning': -0.596375, 'phase': 0.20581400000000002, 'excuses': -0.893741, 'public rallies': 0.07762066666666663, 'PM': 0.644344, 'financial inclusion': -0.769624, 'falsehood': -0.676032, 'ties': -0.676032, 'BJP': -0.8553805, 'seats': 0.0, 'fate': 0.0}","{'Sabarmati River': 0.0, 'circuses': 0.0, 'UPA': -0.934149, 'development engines': 0.29090733333333335, 'vikas': 0.0, 'people': 0.872722, 'gas pipelines': -0.934149, 'riverfront': 0.0, 'money': 0.0}","{'state assembly elections': -0.164953, 'curious statement': -0.8072855, 'Foreign Office': -0.779486, 'Mohammad Faisal': -0.907369, 'official statement': -0.8072855, 'phase': -0.4536845, 'indignant Bharatiya Janata': 0.41251, 'local electoral debates': -0.7457396666666667, 'newspapers': 0.0, 'high posts': 0.3208573333333334, 'elections': -0.164953, 'Pakistan’s Foreign': -0.35389012499999994, 'Ravi Shankar Prasad': 0.18611, 'Commissioner Sohail Mahmood': 0.9337035, 'Pakistan': -0.1142538, 'meeting': 0.976853, 'victories': -0.907369, 'place': 0.0, 'Anand Sharma': -0.704611, 'strength': -0.907369, 'conspiracies': -0.907369, 'Mani Shankar Aiyar': 0.18611, 'votes': 0.0, 'conclusions': 0.0, 'secret meetings': 0.976853, 'people': -0.904835, 'Results': 0.0}"
1319,1367,"{'Discussions': -0.978299, 'Viz': 0.0, 'counterparts': 0.641075, '15th Meeting': -0.978299, 'terror': -0.6422995, 'terror entities': -0.6422995, 'business ranking': 0.641075, 'development issues': -0.8090870000000001, 'countries': 0.725611, 'joint communique': 0.10128366666666662, 'Minister Wang Yi': 0.051500166666666645, 'issue': -0.8090870000000001, 'organizations': -0.978299, 'Foreign Minister Sergei': 0.051500166666666645, 'Russia-India-China Foreign Ministers': 0.051500166666666645, 'Security Council': -0.978299, 'Minister': 0.051500166666666645, 'compromise': -0.3063, 'Wang Yi commitment': 0.705052, 'productive discussions': -0.978299}","{'international peace': -0.487318, 'terrorist organisations': -0.32487866666666665, 'significant rise': -0.974636, 'major issues': -0.5175026666666667, 'bilateral talks': 0.0, 'states': -0.32487866666666665, 'terrorist activities': -0.32487866666666665, 'global economy': -0.6870809999999999, 'China': -0.376728}","{'terror funding': -0.979736, 'counter-terrorism cooperation': 0.93039, 'terrorist ideology': -0.9027028333333335, 'terrorism': -0.7111434, 'Charter': -0.242894, 'cooperation': 0.93039, 'China': -0.701597, 'financial assets': -0.860478, 'India': -0.8081645, 'terrorist activities': -0.9027028333333335, 'RIC joint statement': -0.42307300000000003, 'Security Council': -0.314911, 'organisations': -0.981079, 'primary goals': -0.366844, 'terror attacks': -0.9761256666666668, 'Russia': -0.668734, 'heinous terrorist attacks': -0.9137075714285715, 'statement': -0.23751866666666666, 'multilateral fora': -0.860478, 'terrorist acts': -0.9200303750000001, 'significant rise': -0.709134, 'states': -0.366844, 'Lashkar-e-Taiba': -0.979736, 'New Delhi': 0.93039, 'terrorist organisations': -0.9027028333333335, 'Chinese troops': -0.632721}"
1320,1368,"{'BJP leader Smriti': 0.23348316666666666, 'mantra': -0.360931, 'BJP government': 0.30413675, 'occasion': 0.611467, 'independent candidates': -0.684519, 'president Amit Shah': -0.532254, 'farming community': -0.575225, 'questions': 0.893892, 'BJP': 0.30413675, 'rallies': 0.3301326666666667, 'torch': -0.535184, 'press conference': -0.684519, 'common thread': 0.0, 'crowds': -0.535184, 'party': -0.10007366666666666, 'Congress spokesperson Randeep': -0.21160299999999999, 'leaders': 0.23636533333333334, 'BJP governments': 0.30413675, 'Congress': -0.21160299999999999, 'senior BJP leader': 0.23348316666666666, 'alleged appeal': 0.893892, 'unique welcome': 0.954029, 'Congress leader': -0.17754442857142852, 'vikas mantra': -0.360931, 'poll rally': 0.3301326666666667, 'Congress party': -0.15335057142857142, 'Gandhinagar': -0.734738, 'infrastructure development': 0.781301}","{'single wrong word': -0.12966699999999998, 'word': -0.12966699999999998}","{'Congress statements': -0.7231282, 'outrage': -0.90119, 'Spandana': -0.632711, 'mass murderer': -0.90119, 'Pakistan': 0.0, 'tweets': -0.7441815, 'BJP spokesperson GVL': -0.878421, 'step': -0.957609, 'Congress': -0.7231282, 'president': -0.6044203333333333, 'Twitter account': 0.0, 'closest aides': 0.287592, 'Rachit Seth': -0.90119, 'PM': -0.43675633333333336, 'electoral fights': 0.0, 'Discourse': -0.957609, 'Gujarat': 0.0, 'BJP': -0.878421, 'Congress President': -0.7452155}"
1321,1369,"{'Mumbai Industrial Corridor': 0.0, 'Jammu': 0.901252, 'Vikas mantra': 0.921411, 'issue': -0.83705, 'farming community': 0.0, 'entire country': 0.0, 'Gujarat': -0.414843, 'senior Congress leader': -0.5008106666666667, 'thanks': 0.960775, 'BJP': -0.866374, 'atmosphere': 0.901252, 'Prime Minister demonetisation': -0.44846374999999994, 'common thread': -0.693278, 'region': 0.92299, 'Cong': -0.866242, 'Congress': -0.5008106666666667, 'Prime Minister': -0.44846374999999994, 'alleged appeal': 0.423869, 'chief minister': -0.44846374999999994, 'unique welcome': 0.0, 'infrastructure development': -0.418525}","{'EVMs': -0.608752, 'sole mission': -0.847343, 'logic': -0.608752, 'people': -0.7280475, 'voting': -0.608752}","{'state assembly elections': -0.164953, 'curious statement': -0.8072855, 'Foreign Office': -0.779486, 'Mohammad Faisal': -0.907369, 'official statement': -0.8072855, 'phase': -0.4536845, 'indignant Bharatiya Janata': 0.41251, 'Gujarat': 0.784721, 'local electoral debates': -0.7457396666666667, 'newspapers': 0.0, 'high posts': 0.3208573333333334, 'elections': -0.164953, 'Pakistan’s Foreign': -0.35389012499999994, 'Ravi Shankar Prasad': 0.18611, 'Commissioner Sohail Mahmood': 0.9337035, 'Pakistan': -0.1142538, 'meeting': 0.976853, 'victories': -0.907369, 'place': 0.0, 'Anand Sharma': -0.704611, 'strength': -0.907369, 'conspiracies': -0.907369, 'Congress': -0.16072699999999998, 'Mani Shankar Aiyar': 0.18611, 'conclusions': 0.0, 'secret meetings': 0.976853, 'Prime Minister': 0.24985425, 'Prime Minister Narendra': -0.09263733333333334, 'votes': 0.0, 'Minister': 0.24985425, 'Minister Manmohan Singh': 0.24985425, 'people': -0.904835, 'Results': 0.0}"
1322,1370,"{'private hospital': -0.43313837499999996, 'lease': -0.3361475, 'gross negligence': -0.6959690000000001, 'Urban Development': -0.672295, 'Shalimar Bagh': -0.672295, 'girl': -0.46397933333333335, 'Max Hospital': -0.43313837499999996, 'government panel': -0.7079685, 'FIR': -0.672295, 'infant': 0.0}","{'state minister': 0.75273325, 'local authorities': -0.6420585}","{'Sushant Lok Police': -0.949739, 'Jayant Singh': -0.952375, 'profits': -0.73506, 'Vij': -0.949739, 'startling claim': -0.918144, 'medical negligence': -0.9339415, 'FIR': -0.974083, 'seven-year-old Adya Singh': -0.9269424, 'Health Department': -0.9257675000000001, 'inquiry': -0.4492565, 'private hospital': -0.7117451428571429, 'father': -0.9059090000000001, 'Health Minister': -0.9257675000000001, 'Gurugram': -0.46678, 'entire cost': -0.881638, 'Adya': -0.92058425, 'hospital': -0.7117451428571429, 'inquiry report': -0.4492565, 'lakh': -0.8917170000000001, 'death': -0.949739, 'legal troubles': -0.881638}"
1323,1371,"{'model': -0.409332, 'divisive agenda': -0.409332, 'risk': -0.409332, 'political improbability': -0.409332, 'fiscal impossibility': -0.204666, 'Gross State Domestic': -0.409332, 'constitutional impossibility': -0.204666}","{'Mani Shankar Aiyar': 0.0, 'Modi': 0.0, 'Prime': 0.0, 'Pakistan': 0.0, 'dinner': 0.0}","{'present government': -0.70191, 'national position': 0.0, 'rally': 0.934452, 'leader Mani Shankar': 0.7176596666666667, 'responsible groups': 0.4033125, 'Pakistani diplomat': 0.934452, 'engagement': 0.0, 'meeting': 0.4638715, 'important player': 0.0, 'issue': -0.838015, 'past record': -0.70191, 'Mani Shankar Aiyar': 0.7176596666666667, 'details': 0.880308, 'opposition party': 0.5737126666666666, 'government': -0.70191, 'chief Deepak Kapoor': 0.934452}"
1324,1372,"{'pace': 0.0, 'rally': 0.6616786666666666, 'major political parties': 0.0, 'filthy language': 0.724545, 'public meetings': 0.791873, 'voters': 0.0, 'BJP government': 0.7676173333333333, 'issue': -0.889235, 'farmers': 0.315693, 'developmental works': 0.999789, 'Vadodara': 0.999843, 'phase': 0.0, 'scathing attack': 0.724545, 'Sanand': 0.9128853333333334, 'President Rahul Gandhi': 0.210765, 'poll rally': 0.6616786666666666, 'gathering': 0.791873, 'rallies': 0.6616786666666666}","{'Mani Shankar Aiyar': 0.45205300000000004, 'rally': -0.892944, 'phase': -0.977527, 'Patel Ahmed Patel': -0.5835805000000001, 'Ahmed Patel': -0.5835805000000001, 'Sardar Arshad Rafiq': -0.765258, 'Twitter': 0.0, 'doubts': -0.87046}","{'polarisation': 0.0, 'Gujarat election': 0.0, 'riots': 0.0001915000000000111, 'comment': -0.514132, 'person': -0.518846, 'politics': 0.635665, 'Dalit leader Jignesh': 0.568292, 'relations': -0.259423, 'India': 0.0, 'PFI': 0.0, 'vote bank consolidation': -0.590994, 'Golden Temple': 0.75781, 'anti-national activities': -0.518846, 'BJP': 0.635665, 'president Sonia Gandhi': -0.2637758571428571, 'Entire nation': -0.331549, 'appeasement': 0.635665, 'Charan Singh': 0.635665, 'leader Charan Singh': 0.568292, 'political wing': 0.0, 'Mevani': 0.500919, 'place': -0.876773, 'Shah': -0.2974116666666667, 'Bharatiya Janata Party': 0.21188833333333335, 'Rahul Gandhi': -0.2220498333333333, 'Jama Masjid': -0.495826}"
