ID_1,ndtv_dd_wordnet
1812,"{'president': ['president', 1.0], 'leave': ['leave', 1.0], 'ceremony': ['ceremony', 1.0], 'honor': ['freedom', 0.2], 'hallway': ['road', 0.17], 'new': ['new', 1.0], 'forecourt': ['building', 0.2], 'ambassador': ['diplomat', 0.5], 'chirrup': ['footfall', 0.33], 'india': ['india', 1.0], 'gandhi': ['gandhi', 1.0], 'cardinal': ['cardinal', 1.0], 'head': ['travel', 0.33], 'guard': ['bodyguard', 0.33], 'respect': ['instinct', 0.12], 'pay': ['exchange', 0.25], 'justice': ['justice', 1.0], 'news': ['curse', 0.12], 'union': ['society', 0.25], 'update': ['dress', 0.25], 'premier': ['premier', 1.0], 'get': ['march', 0.11]}"
1813,"{'ammunition': ['ammunition', 1.0], 'report': ['report', 1.0], 'equip': ['equip', 1.0], 'sufficiently': ['sufficiently', 1.0], 'particular': ['particular', 1.0], 'deficit': ['deficit', 1.0], 'relation': ['relation', 1.0], 'simplify': ['simplify', 1.0], 'type': ['type', 1.0], 'army': ['army', 1.0], 'defense_mechanism': ['defense_mechanism', 1.0], 'force': ['force', 1.0], 'thereafter': ['thereafter', 1.0], 'indicate': ['indicate', 1.0], 'arm': ['arm', 1.0], 'war': ['war', 1.0], 'reasonably': ['reasonably', 1.0], 'weaponry': ['weaponry', 1.0], 'decentralized': ['decentralized', 1.0], 'make': ['make', 1.0], 'state': ['state', 1.0], 'leader': ['curate', 0.25], 'procedure': ['procedure', 1.0], 'house': ['stocks', 0.17], 'battle': ['contend', 0.5], 'power': ['power', 1.0], 'guarantee': ['guarantee', 1.0], 'days': ['days', 1.0], 'time': ['time', 1.0]}"
1814,"{'collar': ['collar', 1.0], 'shah': ['khan', 0.25], 'connection': ['code', 0.17], 'activity': ['activity', 1.0], 'let': ['kashmiri', 0.33], 'separatist': ['separatist', 1.0], 'throw': ['send', 0.25], 'panic': ['panic', 1.0], 'foray': ['charge', 0.25], 'include': ['include', 1.0], 'cash': ['money', 0.25], 'rock': ['house', 0.14], 'group': ['leadership', 0.25], 'conference': ['court', 0.2], 'probe': ['probe', 1.0], 'karate': ['karate', 1.0], 'perceive': ['hear', 0.5], 'detention': ['detention', 1.0], 'finance': ['fund', 0.5], 'agency': ['agency', 1.0], 'chain': ['question', 0.14], 'festival': ['august', 0.2], 'damage': ['wash', 0.25]}"
1815,"{'gujarat': ['gujarat', 1.0], 'area': ['area', 1.0], 'chop': ['rescue', 0.14], 'aerial': ['aerial', 1.0], 'day': ['measure', 0.33], 'survey': ['survey', 1.0], 'heavy': ['heavy', 1.0], 'sortie': ['operations', 0.2], 'affect': ['affect', 1.0], 'force': ['force', 1.0], 'meet': ['meet', 1.0], 'about': ['relief', 0.79], 'jodhpur': ['animal', 0.1], 'people': ['people', 1.0], 'evacuate': ['evacuate', 1.0], 'alarm': ['advise', 0.25], 'flood': ['flood', 1.0], 'afternoon': ['morning', 0.25], 'aircraft': ['helicopter', 0.33], 'deploy': ['organize', 0.2], 'school': ['government', 0.17], 'safety': ['situation', 0.25], 'agency': ['agency', 1.0], 'state': ['state', 1.0], 'air': ['air', 1.0], 'office': ['dam', 0.14], 'premier': ['premier', 1.0], 'curate': ['curate', 1.0]}"
1816,{}
1817,"{'gather': ['present', 0.33], 'ceremony': ['address', 0.14], 'state': ['association', 0.2], 'president': ['president', 1.0], 'lawgiver': ['leader', 0.5], 'tenure': ['tenure', 1.0], 'judges': ['report', 0.17], 'hands': ['duty', 0.33], 'address': ['talk', 0.33], 'point': ['inclination', 0.11], 'series': ['peoples', 0.17], 'justice': ['frailty', 0.14], 'yesterday': ['batch', 0.14], 'premier': ['premier', 1.0], 'today': ['manner', 0.17], 'curate': ['curate', 1.0]}"
1818,"{'skull': ['skull', 1.0], 'bones': ['bones', 1.0], 'rape': ['rape', 1.0], 'murder': ['murder', 1.0], 'detect': ['detect', 1.0], 'death': ['death', 1.0], 'largely': ['largely', 1.0], 'lawyer': ['lawyer', 1.0], 'woman': ['woman', 1.0], 'person': ['person', 1.0], 'decapitate': ['decapitate', 1.0], 'child': ['child', 1.0], 'entice': ['entice', 1.0], 'sentence': ['sentence', 1.0], 'abduction': ['abduction', 1.0], 'tamper': ['tamper', 1.0], 'diabetes': ['diabetes', 1.0], 'kidnap': ['kidnap', 1.0], 'find': ['find', 1.0], 'kill': ['kill', 1.0], 'punishment': ['punishment', 1.0], 'research_worker': ['research_worker', 1.0], 'court': ['court', 1.0], 'case': ['case', 1.0], 'argue': ['argue', 1.0], 'return': ['return', 1.0], 'agency': ['agency', 1.0], 'lodge': ['lodge', 1.0], 'guilty': ['guilty', 1.0], 'pressure': ['pressure', 1.0], 'domestic': ['domestic', 1.0], 'conspiracy': ['conspiracy', 1.0], 'light': ['sensational', 0.2], 'evidence': ['evidence', 1.0], 'condemnable': ['condemnable', 1.0], 'judge': ['judge', 1.0], 'give': ['give', 1.0], 'village': ['village', 1.0], 'seek': ['seek', 1.0], 'road': ['road', 1.0], 'present': ['present', 1.0], 'october': ['october', 1.0], 'probe': ['probe', 1.0], 'establish': ['establish', 1.0], 'aid': ['aid', 1.0], 'govern': ['govern', 1.0], 'house': ['house', 1.0], 'come': ['come', 1.0], 'work': ['work', 1.0]}"
1819,"{'heavy': ['heavy', 1.0], 'rain': ['rain', 1.0], 'topographic_point': ['topographic_point', 1.0], 'district': ['district', 1.0], 'highly': ['highly', 1.0], 'readiness': ['condition', 0.33], 'collector': ['collector', 1.0], 'bulletin': ['alarm', 0.17], 'sound': ['sound', 1.0], 'cyclonic': ['cyclonic', 1.0], 'prognosis': ['prognosis', 1.0], 'july': ['july', 1.0], 'influence': ['influence', 1.0], 'activity': ['activity', 1.0], 'centimeter': ['hours', 0.1], 'seashore': ['seashore', 1.0], 'upper': ['upper', 1.0], 'sea': ['sea', 1.0], 'enchantment': ['enchantment', 1.0], 'catchment': ['shower', 0.17], 'venture': ['venture', 1.0], 'air': ['air', 1.0], 'thunder': ['thunder', 1.0], 'cautious': ['cautious', 1.0], 'circulation': ['circulation', 1.0], 'flow': ['flow', 1.0], 'due': ['due', 1.0], 'many': ['many', 1.0], 'rede': ['rede', 1.0]}"
1820,"{'house': ['house', 1.0], 'party': ['party', 1.0], 'shah': ['shah', 1.0], 'caste': ['manner', 0.17], 'family': ['family', 1.0], 'make': ['tight', 0.33], 'president': ['president', 1.0], 'near': ['lunch', 0.89], 'work': ['election', 0.17], 'round': ['round', 1.0], 'worker': ['head', 0.25], 'center': ['state', 0.17], 'office': ['office', 1.0], 'military_policeman': ['military_policeman', 1.0], 'visit': ['visit', 1.0], 'member': ['member', 1.0], 'lane': ['land', 0.17], 'rice': ['food', 0.25], 'curate': ['curate', 1.0], 'justice': ['justice', 1.0], 'medium': ['assembly', 0.2], 'due': ['due', 1.0], 'security': ['security', 1.0], 'leadership': ['leadership', 1.0], 'warm': ['warm', 1.0], 'traditional': ['traditional', 1.0]}"
1821,"{'rape': ['rape', 1.0], 'fir': ['fir', 1.0], 'case': ['case', 1.0], 'police': ['police', 1.0], 'murder': ['murder', 1.0], 'register': ['register', 1.0], 'probe': ['probe', 1.0], 'detention': ['detention', 1.0], 'protest': ['order', 0.2], 'cryptic': ['cryptic', 1.0], 'team': ['team', 1.0], 'accuse': ['accuse', 1.0], 'allege': ['allege', 1.0], 'constitute': ['constitute', 1.0], 'agency': ['agency', 1.0], 'take': ['take', 1.0], 'fortune': ['fortune', 1.0], 'related': ['related', 1.0]}"
1822,"{'woman': ['woman', 1.0], 'collar': ['collar', 1.0], 'case': ['incident', 0.33], 'ailment': ['ailment', 1.0], 'anticipatory': ['suicide', 0.93], 'police': ['police', 1.0], 'try': ['try', 1.0], 'decide': ['politically', 0.33], 'ancestor': ['husband', 0.25], 'rape': ['rape', 1.0], 'conspiracy': ['allegation', 0.14], 'question': ['send', 0.09], 'pill': ['pill', 1.0], 'congress': ['congress', 1.0], 'stalk': ['stalk', 1.0], 'devour': ['devour', 1.0], 'medium': ['call', 0.25], 'hours': ['days', 0.2], 'surface': ['come', 0.25]}"
1823,"{'parliament': ['parliament', 1.0], 'fundamental_law': ['bill', 0.25], 'footing': ['gratitude', 0.2], 'july': ['july', 1.0], 'house': ['house', 1.0], 'people': ['volume', 0.2], 'member': ['member', 1.0], 'farewell': ['farewell', 1.0], 'president': ['president', 1.0], 'address': ['address', 1.0], 'state': ['state', 1.0], 'feel': ['courteous', 0.33], 'old_age': ['adulthood', 0.33], 'person': ['farmer', 0.33], 'serve': ['serve', 1.0], 'memory': ['memory', 1.0], 'association': ['association', 1.0], 'legislation': ['legislation', 1.0], 'change': ['juncture', 0.33], 'career': ['career', 1.0], 'sense': ['sense', 1.0], 'india': ['india', 1.0], 'fact': ['example', 0.33], 'become': ['become', 1.0]}"
1824,"{'woman': ['woman', 1.0], 'collar': ['collar', 1.0], 'case': ['case', 1.0], 'ailment': ['ailment', 1.0], 'rape': ['rape', 1.0], 'police': ['police', 1.0], 'try': ['try', 1.0], 'nature': ['footing', 0.14], 'decide': ['confine', 0.33], 'ancestor': ['husband', 0.25], 'conspiracy': ['statement', 0.33], 'question': ['send', 0.09], 'pill': ['pill', 1.0], 'state': ['state', 1.0], 'congress': ['congress', 1.0], 'stalk': ['stalk', 1.0], 'devour': ['devour', 1.0], 'medium': ['call', 0.25], 'hours': ['calendar_month', 0.25], 'secretary': ['commissioner', 0.25], 'intuition': ['incident', 0.11], 'awareness': ['probe', 0.14], 'represent': ['represent', 1.0], 'surface': ['come', 0.25]}"
1825,"{'army': ['army', 1.0], 'spokesman': ['spokesman', 1.0], 'pakistan': ['pakistan', 1.0], 'jawan': ['jawan', 1.0], 'misdemeanor': ['misdemeanor', 1.0], 'district': ['district', 1.0], 'kill': ['martyr', 0.5], 'open': ['open', 1.0], 'fire': ['fire', 1.0], 'grievously': ['grievously', 1.0], 'yield': ['yield', 1.0], 'acclaim': ['acclaim', 1.0], 'motiveless': ['motiveless', 1.0], 'revenge': ['revenge', 1.0], 'efficaciously': ['efficaciously', 1.0], 'strongly': ['strongly', 1.0], 'exchange': ['exchange', 1.0], 'sector': ['sector', 1.0], 'life': ['injury', 0.12], 'hours': ['friday', 0.14], 'defense_mechanism': ['defense_mechanism', 1.0], 'state': ['state', 1.0]}"
1826,"{'present': ['today', 0.5], 'arm': ['partially', 0.33], 'senior': ['temp', 0.94], 'tradition': ['possibility', 0.2], 'chirrup': ['boom', 0.25], 'function': ['dysprosium', 0.12], 'resistance': ['development', 0.17]}"
1827,"{'vote': ['vote', 1.0], 'support': ['support', 1.0], 'supporter': ['supporter', 1.0], 'mirror': ['assembly', 0.2], 'about': ['bend', 0.97], 'trust': ['trust', 1.0], 'fail': ['fail', 1.0], 'chief': ['chief', 1.0], 'curate': ['curate', 1.0], 'reservation': ['state', 0.33], 'time_period': ['morning', 0.5]}"
1828,"{'random-access_memory': ['random-access_memory', 1.0], 'conference': ['society', 0.2], 'resistance': ['education', 0.2], 'look': ['even', 0.33], 'deep': ['serve', 0.96], 'value': ['right', 0.17], 'election': ['management', 0.2], 'reporter': ['friend', 0.25], 'state': ['kolkata', 0.2], 'compliment': ['acclaim', 0.25], 'universe': ['building', 0.17], 'president': ['president', 1.0], 'college': ['university', 0.33], 'governor': ['governor', 1.0], 'expression': ['aid', 0.14], 'member': ['member', 1.0], 'department': ['committee', 0.25], 'multiple_sclerosis': ['condition', 0.2], 'news': ['section', 0.14]}"
1829,"{'random-access_memory': ['random-access_memory', 1.0], 'vote': ['vote', 1.0], 'compliment': ['compliment', 1.0], 'president': ['president', 1.0], 'jemaah_islamiyah': ['jemaah_islamiyah', 1.0], 'wish': ['wish', 1.0], 'return': ['come', 0.33], 'gladden': ['gladden', 1.0], 'tweet': ['tweet', 1.0], 'value': ['values', 0.12], 'elect': ['elect', 1.0], 'best': ['best', 1.0], 'lawgiver': ['leader', 0.5], 'inspire': ['inspire', 1.0], 'fruitful': ['fruitful', 1.0], 'cent': ['cent', 1.0], 'get_the_better_of': ['get_the_better_of', 1.0], 'privilege': ['ethos', 0.17], 'former': ['former', 1.0], 'district': ['india', 0.2], 'extensive': ['extensive', 1.0], 'tenure': ['tenure', 1.0], 'become': ['become', 1.0], 'electoral': ['electoral', 1.0], 'announcement': ['praise', 0.2], 'college': ['college', 1.0], 'receive': ['get', 0.5], 'stations': ['support', 0.17], 'position': ['consequence', 0.12]}"
1830,"{'campaigner': ['campaigner', 1.0], 'random-access_memory': ['assembly', 0.14], 'elect': ['elect', 1.0], 'duty': ['duty', 1.0], 'comfortable': ['value', 0.94], 'president': ['president', 1.0], 'resistance': ['resistance', 1.0], 'consequence': ['sum', 0.14], 'lawgiver': ['lawgiver', 1.0], 'electoral': ['electoral', 1.0], 'margin': ['integrity', 0.14], 'college': ['college', 1.0], 'vote': ['vote', 1.0], 'state': ['state', 1.0], 'times': ['message', 0.14], 'home': ['position', 0.17], 'former': ['former', 1.0], 'election': ['election', 1.0]}"
1831,"{'rain': ['rain', 1.0], 'several': ['sudden', 0.93], 'region': ['region', 1.0], 'damage': ['damage', 1.0], 'monsoon': ['weather', 0.33], 'flash': ['touch', 0.25], 'house': ['house', 1.0], 'people': ['people', 1.0], 'report': ['prosecute', 0.17], 'district': ['district', 1.0], 'manipur': ['state', 0.5], 'police': ['team', 0.2], 'government': ['government', 1.0], 'structure': ['center', 0.17], 'drain': ['havoc', 0.11], 'addition': ['hour', 0.2], 'vicinity': ['area', 0.33], 'debris': ['property', 0.11], 'casualty': ['person', 0.25], 'result': ['result', 1.0], 'danger': ['relief', 0.14], 'include': ['include', 1.0], 'market': ['aid', 0.33], 'highway': ['standby', 0.17], 'administration': ['administration', 1.0], 'parts': ['kashmir', 0.25], 'water': ['air', 0.2]}"
1832,"{'rape': ['rape', 1.0], 'accuse': ['accuse', 1.0], 'nepalese': ['nepalese', 1.0], 'person': ['person', 1.0], 'allegedly': ['allegedly', 1.0], 'entire': ['entire', 1.0], 'student': ['student', 1.0], 'class': ['class', 1.0], 'station': ['station', 1.0], 'incident': ['incident', 1.0], 'rush': ['rush', 1.0], 'pickup': ['pickup', 1.0], 'sequence': ['sequence', 1.0], 'fury': ['fury', 1.0], 'laborer': ['laborer', 1.0], 'switch': ['switch', 1.0], 'narrate': ['narrate', 1.0], 'custodial': ['custodial', 1.0], 'lift': ['lift', 1.0], 'connection': ['connection', 1.0], 'kill': ['kill', 1.0], 'fear': ['fear', 1.0], 'victim': ['victim', 1.0], 'murder': ['murder', 1.0], 'continue': ['take', 0.33], 'driver': ['driver', 1.0], 'case': ['case', 1.0], 'add': ['add', 1.0], 'fuel': ['fuel', 1.0], 'criticism': ['recommendation', 0.17], 'nearby': ['nearby', 1.0], 'judicial': ['judicial', 1.0], 'staff': ['staff', 1.0], 'vehicle': ['vehicle', 1.0], 'detention': ['detention', 1.0], 'scope': ['scope', 1.0], 'batch': ['night', 0.14], 'region': ['area', 0.25], 'recover': ['recover', 1.0], 'chief': ['chief', 1.0], 'order': ['order', 1.0], 'late': ['late', 1.0], 'death': ['death', 1.0], 'name': ['name', 1.0], 'situation': ['situation', 1.0], 'july': ['july', 1.0], 'collar': ['collar', 1.0], 'force': ['force', 1.0], 'law': ['law', 1.0]}"
1833,"{'majority': ['majority', 1.0], 'july': ['july', 1.0], 'house': ['house', 1.0], 'governor': ['governor', 1.0], 'floor': ['floor', 1.0], 'trial': ['trial', 1.0], 'peoples': ['peoples', 1.0], 'northeastern': ['northeastern', 1.0], 'lead': ['lead', 1.0], 'curate': ['curate', 1.0], 'calendar_month': ['calendar_month', 1.0], 'cabinet': ['cabinet', 1.0], 'incumbent': ['incumbent', 1.0], 'govern': ['govern', 1.0], 'request': ['request', 1.0], 'become': ['become', 1.0], 'reservation': ['reservation', 1.0], 'strength': ['strength', 1.0], 'court': ['court', 1.0], 'dismiss': ['dismiss', 1.0], 'bend': ['bend', 1.0], 'urban': ['urban', 1.0], 'leader': ['leader', 1.0], 'appoint': ['appoint', 1.0], 'alliance': ['tumult', 0.14], 'stay': ['prove', 0.33], 'president': ['president', 1.0], 'seek': ['stay', 0.17], 'fail': ['fail', 1.0], 'face': ['face', 1.0], 'direct': ['direct', 1.0], 'vote': ['vote', 1.0], 'body': ['body', 1.0], 'state': ['state', 1.0], 'local': ['local', 1.0], 'election': ['election', 1.0], 'woman': ['woman', 1.0], 'cent': ['cent', 1.0], 'member': ['member', 1.0], 'office': ['office', 1.0], 'morning': ['morning', 1.0], 'high': ['high', 1.0], 'ask': ['ask', 1.0]}"
1834,"{'floor': ['floor', 1.0], 'governor': ['governor', 1.0], 'trial': ['trial', 1.0], 'rebellion': ['rebellion', 1.0], 'legislator': ['legislator', 1.0], 'confront': ['confront', 1.0], 'curate': ['curate', 1.0], 'july': ['tuesday', 0.12], 'petition': ['demand', 0.33], 'peoples': ['peoples', 1.0], 'front': ['front', 1.0], 'vote': ['vote', 1.0], 'court': ['court', 1.0], 'sack': ['directing', 0.25], 'assembly': ['assembly', 1.0], 'stay': ['stay', 1.0], 'dismiss': ['dismiss', 1.0], 'reservation': ['reservation', 1.0], 'predecessor': ['supporter', 0.2], 'ordered': ['house', 0.65], 'today': ['bend', 0.12], 'oppose': ['report', 0.14], 'speaker': ['speaker', 1.0], 'supplication': ['supplication', 1.0], 'assurance': ['assurance', 1.0], 'letter': ['letter', 1.0], 'group': ['following', 0.33], 'protest': ['protest', 1.0], 'direct': ['direct', 1.0], 'session': ['session', 1.0], 'send': ['submit', 0.33]}"
1835,"{'extra': ['extra', 1.0], 'charge': ['charge', 1.0], 'irani': ['irani', 1.0], 'ministry': ['ministry', 1.0], 'inform': ['take', 0.2], 'state': ['state', 1.0], 'curate': ['curate', 1.0], 'year': ['tuesday', 0.17], 'information': ['information', 1.0], 'give': ['give', 1.0], 'fabric': ['fabric', 1.0], 'duty': ['duty', 1.0], 'urban': ['urban', 1.0], 'environment': ['resignation', 0.17], 'get': ['get', 1.0], 'government': ['union', 0.25], 'development': ['development', 1.0], 'leader': ['campaigner', 0.33]}"
1836,"{'talk': ['talk', 1.0], 'mandate': ['section', 0.2], 'upper': ['upper', 1.0], 'get': ['ill', 0.33], 'vacate': ['vacate', 1.0], 'undertaking': ['handling', 0.2], 'house': ['house', 1.0], 'party': ['party', 1.0], 'resistance': ['violence', 0.25], 'president': ['head', 0.25], 'let': ['let', 1.0], 'state': ['state', 1.0], 'chair': ['medium', 0.17]}"
1837,"{'pass': ['pass', 1.0], 'revoke': ['revoke', 1.0], 'property': ['connection', 0.25], 'controversial': ['controversial', 1.0], 'mumbai': ['mumbai', 1.0], 'cafe': ['office', 0.14], 'address': ['address', 1.0], 'charge': ['charge', 1.0], 'publish': ['publish', 1.0], 'money': ['money', 1.0], 'panic': ['panic', 1.0], 'july': ['july', 1.0], 'probe': ['probe', 1.0], 'appearance': ['appearance', 1.0], 'confirmation': ['position', 0.12], 'register': ['document', 0.33], 'agency': ['agency', 1.0], 'flee': ['flee', 1.0], 'muslim': ['muslim', 1.0], 'saudi': ['terrorist', 0.14], 'state': ['state', 1.0]}"
1838,"{'election': ['cooperation', 0.25], 'frailty': ['power', 0.2], 'senior': ['australian', 0.95], 'curate': ['curate', 1.0], 'support': ['boost', 0.25], 'meeting': ['meeting', 1.0], 'talk': ['sign', 0.25], 'leadership': ['leadership', 1.0], 'try': ['take', 0.33], 'thank': ['convey', 0.5], 'key': ['cake', 0.17], 'region': ['universe', 0.17], 'about': ['about', 1.0], 'growth': ['defense_mechanism', 0.17], 'party': ['militia', 0.2], 'alliance': ['alliance', 1.0], 'premier': ['premier', 1.0], 'night': ['tuesday', 0.17], 'part': ['uranium', 0.2], 'india': ['australia', 0.25]}"
1839,"{'gandhi': ['gandhi', 1.0], 'frailty': ['frailty', 1.0], 'nomination': ['nomination', 1.0], 'file': ['transcript', 0.25], 'president': ['president', 1.0], 'leadership': ['leadership', 1.0], 'presidential': ['presidential', 1.0], 'document': ['document', 1.0], 'resistance': ['resistance', 1.0], 'son': ['predecessor', 0.17], 'show': ['support', 0.2], 'senior': ['senior', 1.0], 'campaigner': ['campaigner', 1.0], 'consumer_price_index': ['filing', 0.12], 'former': ['former', 1.0], 'keep': ['keep', 1.0], 'pick': ['elect', 0.33], 'support': ['august', 0.33], 'election': ['election', 1.0], 'dekaliter': ['standard', 0.12], 'freedom': ['present', 0.2], 'party': ['party', 1.0]}"
1840,"{'message': ['statement', 0.25], 'resolution': ['resolution', 1.0], 'immediately': ['bishop', 0.92], 'pakistan': ['australia', 0.25], 'foreign': ['foreign', 1.0], 'tweet': ['cooperation', 0.14], 'necessitate': ['australian', 0.33], 'curate': ['curate', 1.0], 'ask': ['sign', 0.25], 'treatment': ['education', 0.2], 'morning': ['decade', 0.33], 'multiple_sclerosis': ['security', 0.14], 'house': ['ways', 0.25], 'sympathy': ['defense_mechanism', 0.17], 'reject': ['believe', 0.25], 'home': ['region', 0.14], 'propose': ['propose', 1.0], 'make': ['make', 1.0], 'state': ['state', 1.0], 'delhi': ['delhi', 1.0], 'agree': ['agree', 1.0], 'series': ['relationship', 0.14]}"
1841,"{'army': ['army', 1.0], 'migrant': ['militant', 0.17], 'kill': ['kill', 1.0], 'sector': ['degree', 0.14], 'district': ['district', 1.0], 'kashmir': ['kashmir', 1.0], 'motiveless': ['brush', 0.61], 'automatic_rifle': ['pistol', 0.2], 'people': ['village', 0.17], 'pakistan': ['india', 0.33], 'injury': ['security', 0.14], 'indian': ['indian', 1.0], 'report': ['negotiation', 0.11]}"
1842,"{'campaigner': ['campaigner', 1.0], 'frailty': ['frailty', 1.0], 'post': ['component', 0.14], 'life': ['quality', 0.2], 'admire': ['admire', 1.0], 'enjoy': ['parliamentary', 0.33], 'political': ['political', 1.0], 'member': ['member', 1.0], 'pick': ['nominate', 0.25], 'presidential': ['presidential', 1.0], 'president': ['president', 1.0], 'tweet': ['discharge', 0.2], 'come': ['rise', 0.33], 'curate': ['curate', 1.0], 'union': ['union', 1.0], 'old_age': ['august', 0.17], 'party': ['party', 1.0]}"
1843,"{'vote': ['vote', 1.0], 'president': ['president', 1.0], 'presidential': ['presidential', 1.0], 'system': ['box', 0.25], 'act': ['legislative', 0.33], 'ballot': ['ballot', 1.0], 'post': ['gujarat', 0.14], 'use': ['exert', 0.5], 'india': ['state', 0.2], 'committee': ['party', 0.2], 'death': ['race', 0.14], 'interesting': ['assembly', 0.95], 'bar': ['put', 0.08], 'lawgiver': ['head', 0.33], 'voter': ['voter', 1.0], 'chamber': ['house', 0.17], 'volt': ['college', 0.09], 'end': ['end', 1.0], 'elect': ['elect', 1.0], 'campaigner': ['campaigner', 1.0], 'community': ['legislature', 0.25], 'different': ['different', 1.0], 'parliament': ['parliament', 1.0], 'member': ['member', 1.0]}"
1844,"{'session': ['session', 1.0], 'monsoon': ['monsoon', 1.0], 'farmer': ['farmer', 1.0], 'party': ['party', 1.0], 'together': ['together', 1.0], 'vigilantism': ['execution', 0.25], 'good': ['good', 1.0], 'important': ['important', 1.0], 'strong': ['strong', 1.0], 'turn': ['turn', 1.0], 'tax': ['tax', 1.0], 'resistance': ['court', 0.2], 'name': ['name', 1.0], 'independence': ['citizenship', 0.17], 'tribute': ['regulation', 0.17], 'ahead': ['ahead', 1.0], 'preparation': ['protection', 0.33], 'issue': ['issue', 1.0], 'work': ['work', 1.0], 'think': ['associate', 0.25], 'coloring_material': ['till', 0.2], 'prosecute': ['continue', 0.33], 'difficult': ['amendment', 0.87], 'state': ['state', 1.0], 'end': ['adjourn', 0.5], 'value': ['value', 1.0], 'get_down': ['get_down', 1.0], 'season': ['season', 1.0], 'addition': ['addition', 1.0], 'mononuclear_phagocyte_system': ['food', 0.11], 'curate': ['curate', 1.0], 'address': ['address', 1.0], 'head': ['come', 0.25]}"
1845,"{'death': ['death', 1.0], 'kashmir': ['skim', 0.11], 'panic': ['panic', 1.0], 'violate': ['deadly', 0.33], 'cipher': ['fan', 0.2], 'travel': ['climb', 0.33], 'long': ['yield', 0.95], 'hospital': ['hospital', 1.0], 'injury': ['injury', 1.0], 'woman': ['woman', 1.0]}"
1846,"{'pilgrim': ['pilgrim', 1.0], 'bus': ['put', 0.25], 'gorge': ['gorge', 1.0], 'fall': ['rush', 0.33], 'highway': ['highway', 1.0], 'road': ['road', 1.0], 'kill': ['kill', 1.0], 'sixteenth': ['bus', 0.97], 'rescue': ['rescue', 1.0], 'fell': ['fell', 1.0], 'transport': ['transport', 1.0], 'kilometer': ['sri_lanka_rupee', 0.14], 'police': ['police', 1.0], 'sadness': ['grief', 0.33], 'shiva': ['information', 0.11], 'airlift': ['airlift', 1.0], 'die': ['die', 1.0], 'attack': ['work', 0.25], 'topographic_point': ['topographic_point', 1.0], 'trouble': ['trouble', 1.0], 'loss': ['loss', 1.0], 'take': ['take', 1.0], 'official': ['person', 0.25], 'family': ['family', 1.0], 'idea': ['idea', 1.0], 'overseer': ['head', 0.2], 'life': ['life', 1.0], 'express': ['express', 1.0], 'kashmir': ['kashmir', 1.0], 'soon': ['soon', 1.0], 'send': ['send', 1.0], 'region': ['region', 1.0]}"
1847,"{'day': ['minute', 0.33], 'cow': ['cow', 1.0], 'convene': ['take', 0.2], 'vigilantism': ['vigilantism', 1.0], 'action': ['action', 1.0], 'state': ['state', 1.0], 'keep': ['tough', 0.33], 'good': ['today', 0.12], 'issue': ['possibility', 0.2]}"
1848,"{'agitation': ['agitation', 1.0], 'awful': ['awful', 1.0], 'bend': ['bend', 1.0], 'general': ['temp', 0.81], 'chirrup': ['boom', 0.25], 'people': ['today', 0.14], 'agenda': ['possibility', 0.14], 'get': ['development', 0.1], 'news': ['prognosis', 0.17]}"
1849,"{'terrorist': ['terrorist', 1.0], 'open': ['hide', 0.33], 'operation': ['operation', 1.0], 'area': ['area', 1.0], 'kill': ['kill', 1.0], 'fire': ['success', 0.33], 'kashmir': ['kashmir', 1.0], 'police': ['police', 1.0], 'state': ['state', 1.0], 'calendar_month': ['flower', 0.33], 'entire': ['entire', 1.0], 'security': ['security', 1.0]}"
1850,"{'kashmir': ['kashmir', 1.0], 'mufti': ['mufti', 1.0], 'situation': ['situation', 1.0], 'support': ['spread', 0.33], 'night': ['night', 1.0], 'home': ['home', 1.0], 'curate': ['curate', 1.0], 'interaction': ['violence', 0.25], 'pilgrim': ['head', 0.17], 'aftermath': ['elements', 0.12], 'thank': ['advise', 0.17], 'meet': ['meet', 1.0], 'discourse': ['talk', 0.17], 'medium': ['medium', 1.0], 'panic': ['panic', 1.0], 'meeting': ['meeting', 1.0], 'union': ['union', 1.0], 'attack': ['attack', 1.0], 'monday': ['monday', 1.0], 'state': ['state', 1.0], 'new': ['new', 1.0]}"
1851,"{'explosive': ['explosive', 1.0], 'dangerous': ['dangerous', 1.0], 'plastic': ['plastic', 1.0], 'establish': ['establish', 1.0], 'expert': ['leader', 0.33], 'market': ['resistance', 0.2], 'seat': ['seat', 1.0], 'crystal': ['crystal', 1.0], 'dais': ['system', 0.14], 'gram': ['gram', 1.0], 'detonator': ['detonator', 1.0], 'staff': ['staff', 1.0], 'dog': ['dog', 1.0], 'necessitate': ['necessitate', 1.0], 'house': ['house', 1.0], 'equipment': ['telephone', 0.33], 'blow': ['sitting', 0.25], 'restriction': ['inclination', 0.12], 'security': ['security', 1.0], 'sheet': ['outside', 0.17], 'legislator': ['legislator', 1.0], 'incident': ['explosion', 0.25], 'inform': ['publish', 0.25]}"
